NAME,CODE,OPEN,HIGH,LOW,CLOSE
BROOKS LABS ,533543, 80.1, 86.8, 80.05, 84.95
GINI SILK MI,531744, 61.75, 68.25, 61.75, 64.95
CINELINE    ,532807, 31.7, 33.0, 31.7, 32.75
BHEL        ,500103, 53.45, 57.65, 53.15, 56.6
PACIFIC IND.,523483, 178.1, 185.0, 175.1, 177.05
MAHA.TELE   ,500108, 16.1, 17.1, 16.05, 16.8
HITKIT GLOB ,532359, 0.39, 0.39, 0.38, 0.38
TULASEE BIO-,524514, 17.4, 17.4, 17.35, 17.35
DIVI'S LAB. ,532488, 4000.0, 4064.35, 3973.4, 4035.25
ASM TECHNOLO,526433, 103.5, 111.15, 103.5, 106.95
RELAXO FOOT.,530517, 895.05, 905.0, 885.0, 897.75
TPROJECT    ,538464, 1.47, 1.47, 1.47, 1.47
PUN.COMMUNI.,500346, 21.05, 21.8, 20.6, 21.7
XELPMOC     ,542367, 283.2, 283.2, 278.0, 279.45
SICAL LOG   ,520086, 11.94, 11.95, 11.4, 11.42
975MHIL24   ,936642, 1025.0, 1025.0, 1025.0, 1025.0
PURPLE      ,540159, 36.95, 36.95, 36.95, 36.95
ADOR MULTI. ,523120, 78.2, 84.3, 78.2, 84.0
ESTER INDUS.,500136, 148.25, 159.1, 146.25, 153.25
ANJANI SYNT.,531223, 24.5, 24.5, 23.65, 23.75
FOUNDRY FUEL,513579, 2.94, 2.94, 2.94, 2.94
BLFL        ,539274, 3.74, 3.74, 3.57, 3.57
VARIMAN     ,540570, 33.5, 35.5, 33.5, 34.15
SHETRON LTD ,526137, 22.95, 23.0, 22.05, 22.9
GOWRA LEASNG,530709, 17.6, 17.6, 16.0, 16.15
FUTLIF FAS  ,536507, 55.6, 57.5, 55.15, 55.15
GULFPETRO   ,532543, 45.7, 45.7, 43.8, 44.6
RVHL        ,543251, 17.05, 17.05, 16.7, 16.9
UNITED TEXT.,521188, 4.56, 4.56, 4.4, 4.4
NAYSAA      ,538668, 20.0, 20.0, 20.0, 20.0
JSWHL       ,532642, 3956.05, 4042.95, 3956.05, 4032.5
SIGNET IND  ,512131, 30.8, 31.7, 30.2, 30.55
LYPSA GEMS  ,534532, 4.01, 4.12, 4.0, 4.05
810IRFC2327 ,961732, 1255.0, 1255.0, 1255.0, 1255.0
ASHFL       ,539017, 87.95, 87.95, 86.5, 86.9
ISL CONSULT ,511609, 11.2, 11.2, 11.2, 11.2
DSJ COMM.LTD,526677, 1.1, 1.1, 1.0, 1.08
NPR FINANCE ,530127, 12.0, 13.1, 11.85, 12.32
10KFL24C    ,937393, 965.0, 965.0, 965.0, 965.0
DCM SHR.IND ,523369, 284.0, 288.8, 272.5, 274.6
SGBMAY28    ,800320, 4751.0, 4755.0, 4745.06, 4748.0
UNION BANK L,532477, 36.6, 37.1, 36.0, 36.5
MEHTA I.FIN ,511377, 5.57, 5.57, 5.57, 5.57
WIMSOME TEXT,514470, 29.2, 29.25, 27.5, 29.25
PENNAR STEEL,513228, 20.0, 20.5, 19.25, 19.35
REMSONS IND.,530919, 159.0, 170.6, 159.0, 160.3
JAGRAN PRAK ,532705, 56.55, 57.7, 55.65, 56.65
GMM PFAUDLER,505255, 4247.0, 4247.0, 4100.0, 4109.3
KKALPANAIND ,526409, 27.0, 28.8, 26.55, 27.4
11AMD       ,543182, 0.22, 0.22, 0.22, 0.22
WPIL LTD.   ,505872, 664.0, 666.0, 640.0, 644.2
SARASW.COMM.,512020, 1910.7, 1950.0, 1910.7, 1911.0
GLAND       ,543245, 2650.15, 2680.9, 2597.1, 2608.95
WALL ST.FIN.,511147, 17.45, 17.45, 16.15, 17.0
CAPITAL TRUS,511505, 83.05, 84.0, 82.95, 83.05
MITSHI      ,523782, 13.37, 13.37, 11.7, 12.92
SYNGENE     ,539268, 575.0, 576.15, 565.0, 567.4
PARA. COSMET,507970, 15.55, 15.55, 15.55, 15.55
JAYBH.MARUTI,520066, 317.0, 317.0, 298.45, 299.95
ENTERPR.INTE,526574, 6.82, 6.82, 6.82, 6.82
GREENPLY IND,526797, 213.2, 217.0, 204.5, 205.95
735NHAI31   ,935582, 1250.0, 1250.0, 1250.0, 1250.0
CAMBRIDGE   ,532801, 29.1, 29.35, 28.2, 28.55
SMSLIFE     ,540679, 601.0, 605.95, 585.35, 605.6
TIMEX GROUP ,500414, 33.95, 34.9, 33.2, 34.6
VISHWARAJ   ,542852, 124.6, 131.0, 124.3, 126.7
MEERA       ,540519, 70.05, 74.95, 70.0, 71.95
PRAKASH IND.,506022, 87.0, 91.35, 87.0, 89.6
GARWARE POLY,500655, 755.0, 805.0, 751.0, 789.3
SSPNFIN     ,539026, 9.8, 10.3, 9.52, 10.2
GBGLOBAL    ,533204, 6.7, 7.03, 6.7, 7.03
MAN INFRA   ,533169, 39.0, 39.1, 38.35, 38.8
FLEX FOODS  ,523672, 80.0, 81.05, 78.1, 78.85
PARAGON FIN.,531255, 17.95, 17.95, 17.15, 17.35
NIIT LTD.   ,500304, 165.45, 168.9, 165.3, 166.4
ELNET TECH. ,517477, 126.0, 129.9, 123.4, 128.0
BHARAT BHUSH,511501, 20.25, 20.25, 18.55, 19.7
915MFL25    ,937295, 1000.01, 1000.01, 1000.0, 1000.0
ADITRI      ,534707, 1.04, 1.05, 1.0, 1.05
ELECTROTHERM,526608, 108.55, 110.8, 108.15, 108.9
ONMOBILE    ,532944, 103.5, 106.25, 102.0, 103.45
MARICOLTD   ,531642, 465.0, 467.6, 451.9, 455.2
RITCO       ,542383, 26.65, 26.65, 25.45, 25.45
MUKTA       ,535204, 2.03, 2.2, 2.03, 2.03
RAPICUT CARB,500360, 26.1, 26.1, 26.05, 26.05
MAN IND.(I) ,513269, 95.8, 95.8, 91.0, 92.0
AIMCO PESTI.,524288, 101.0, 101.0, 95.0, 97.9
NETFSENSEX  ,538683, 522.1, 524.0, 516.1, 522.87
TYCHE INDS  ,532384, 216.0, 233.6, 216.0, 233.6
FRONTIER SPR,522195, 254.1, 258.0, 253.0, 254.15
KAMAT HOTELS,526668, 28.95, 29.95, 28.25, 28.8
AARTI INDUST,524208, 1730.1, 1750.0, 1652.2, 1718.15
DCAL        ,540701, 157.0, 165.8, 156.5, 162.25
UTIQUE      ,500014, 2.32, 2.32, 2.32, 2.32
FIVEXTRADE  ,536751, 0.87, 0.87, 0.87, 0.87
SHALIMAR PRO,512499, 0.49, 0.49, 0.49, 0.49
BKMINDST    ,539043, 0.88, 0.9, 0.86, 0.86
TIRUPATI STA,524582, 45.0, 46.2, 42.25, 45.95
CHOWGULE ST ,501833, 4.29, 4.73, 4.29, 4.73
SANDU PHARMA,524703, 41.25, 43.9, 39.25, 43.85
RANDER CORP.,531228, 9.66, 9.66, 9.66, 9.66
BANSW.SYNTEX,503722, 105.0, 105.5, 100.0, 102.4
JAYSHRI CHEM,506520, 4.24, 4.39, 4.03, 4.28
11KFL23     ,935884, 1000.0, 1000.0, 1000.0, 1000.0
CAREERP     ,533260, 124.1, 128.05, 124.0, 124.1
RESPONS INF ,538273, 7.8, 7.8, 7.8, 7.8
PCS TECH    ,517119, 5.05, 5.65, 5.04, 5.28
LOKESH MACH ,532740, 46.8, 46.9, 45.45, 46.45
IND.LEAS.DEV,500202, 10.3, 10.3, 10.3, 10.3
ENDURANCE   ,540153, 1317.0, 1317.0, 1293.0, 1303.8
SPANDANA    ,542759, 576.1, 607.8, 576.1, 596.15
10JMFCSL22  ,936376, 1052.0, 1052.0, 1050.0, 1050.0
KOKUYOCMLN  ,523207, 55.95, 56.0, 55.4, 55.5
GARNET INTL ,512493, 32.95, 32.95, 30.0, 31.1
GENNEX LAB  ,531739, 6.1, 6.3, 5.52, 5.97
JTL INFRA   ,534600, 499.45, 501.15, 491.0, 496.1
DUCON       ,534674, 7.3, 7.4, 6.88, 7.33
INTER.COMBUS,505737, 190.2, 195.0, 186.95, 186.95
POLY MEDICUR,531768, 1017.0, 1017.0, 950.0, 975.2
RVNL        ,542649, 28.45, 28.6, 28.1, 28.3
SVARAJ TRAD ,503624, 4.91, 4.91, 4.51, 4.91
SINCLAIR HOT,523023, 48.9, 48.9, 46.95, 47.6
PSPPROJECT  ,540544, 419.0, 424.8, 412.0, 413.3
OONE        ,535657, 2.9, 3.05, 2.89, 2.93
SEL         ,509423, 17.2, 18.85, 17.2, 18.0
KIRLOSKAR EL,533193, 12.93, 13.12, 12.88, 13.12
BILNCD      ,936908, 32.4, 32.4, 32.32, 32.32
ADOR FONTECH,530431, 41.0, 41.4, 39.0, 39.55
DCBBANK     ,532772, 92.15, 92.25, 89.35, 89.65
APM INDUS.  ,523537, 21.95, 22.6, 21.45, 22.45
RANE ENGVL  ,532988, 262.8, 262.8, 262.8, 262.8
ASIAN TEA   ,519532, 16.5, 17.5, 16.0, 16.7
SOLITAIR MC ,522152, 26.1, 26.1, 25.0, 25.45
RISHIROOP   ,526492, 102.0, 104.5, 97.95, 99.55
DEEP        ,541778, 70.0, 70.0, 64.05, 65.45
APAR INDUS. ,532259, 508.65, 513.3, 498.7, 503.25
 EMERALD    ,538882, 15.56, 15.56, 13.61, 14.45
MAN50ETF    ,542131, 149.0, 155.06, 148.5, 149.6
ABHINAV CAP ,532057, 34.55, 34.55, 34.55, 34.55
CHEMFABALKA ,541269, 148.0, 150.95, 145.0, 146.1
SBISENSEX   ,535276, 518.8, 518.8, 503.5, 512.18
ADF FOODS LT,519183, 916.55, 931.95, 888.95, 906.65
SULABH ENG. ,508969, 1.31, 1.48, 1.31, 1.39
RAJINFRA    ,526823, 3.9, 3.9, 3.9, 3.9
JETAIRWAYS  ,532617, 91.5, 91.75, 86.0, 89.95
885MFL23    ,937291, 987.0, 1001.2, 987.0, 1000.0
AXISCADES   ,532395, 60.0, 61.9, 58.75, 59.55
GPT INFRA   ,533761, 38.95, 39.1, 38.05, 38.55
UTIBANKETF  ,543226, 32.8, 33.35, 32.21, 32.63
CARNATION IN,530609, 4.08, 4.5, 4.08, 4.27
UNITECH LTD ,507878, 1.57, 1.58, 1.5, 1.53
VINYOFLEX LT,530401, 31.15, 31.15, 28.25, 30.95
GAIL (I) LTD,532155, 147.0, 148.8, 143.1, 145.0
MIC ELECTRON,532850, 0.84, 0.84, 0.84, 0.84
CGCL        ,531595, 431.75, 457.5, 431.35, 450.15
CARERATING  ,534804, 523.1, 535.0, 523.1, 525.9
ORIENT PAPER,502420, 24.95, 26.3, 24.5, 25.75
EXIDE IND.  ,500086, 183.8, 183.8, 181.05, 182.75
IND.HUME PIP,504741, 178.95, 180.0, 174.5, 175.7
SALGUTI IND ,526554, 7.0, 7.0, 6.9, 6.9
SMS PHARMACE,532815, 163.0, 163.6, 156.05, 158.75
SRG HFL     ,534680, 190.0, 193.85, 187.3, 190.0
GRIND NORTON,506076, 1023.0, 1060.0, 999.0, 1044.95
M.P.AGRO IND,506543, 3.65, 3.88, 3.52, 3.88
GARFIBRES   ,509557, 2680.0, 2680.0, 2568.2, 2624.45
RUBFILA INT.,500367, 76.0, 76.85, 72.1, 74.05
EMMESSAR BIO,524768, 21.7, 21.7, 21.65, 21.65
EDELWEISS   ,532922, 57.95, 57.95, 56.9, 57.0
STD.BATTERY ,504180, 37.15, 37.15, 37.15, 37.15
JM FINANCIAL,523405, 82.55, 82.8, 79.5, 80.5
INTENS TECH ,532326, 44.95, 45.15, 42.3, 42.3
SHRI KRISH  ,531080, 12.0, 12.33, 11.17, 11.9
SHARAT INDUS,519397, 28.7, 28.7, 28.7, 28.7
0ECL21      ,936963, 1104.8, 1104.8, 1104.8, 1104.8
PADMALAYA TE,532350, 2.57, 2.57, 2.45, 2.45
LUPIN LTD.  ,500257, 1072.0, 1209.95, 1069.5, 1200.5
KUWER INDS. ,530421, 6.87, 6.87, 6.87, 6.87
KCP SUGAR IN,533192, 22.5, 24.5, 21.4, 23.55
AGRO TECH FO,500215, 947.85, 1080.0, 944.8, 1055.35
ANDHRA SUGAR,590062, 429.95, 438.0, 417.25, 425.95
ASYAINFO    ,511144, 3.82, 4.2, 3.82, 3.87
BIRLACABLE  ,500060, 59.6, 61.0, 59.1, 59.35
ISW LTD     ,513361, 0.91, 0.91, 0.91, 0.91
1075SEFL24  ,936670, 550.0, 550.0, 550.0, 550.0
IFINSEC     ,535667, 14.98, 14.98, 14.9, 14.9
GTL LTD.    ,500160, 6.3, 6.66, 6.3, 6.66
SICLTD      ,539833, 0.36, 0.36, 0.36, 0.36
UJJIVAN     ,539874, 203.0, 207.7, 201.2, 202.5
RESONANCE   ,524218, 131.6, 133.9, 129.0, 129.35
SHANTHI GEAR,522034, 140.2, 145.55, 138.4, 144.1
AARNAV      ,539562, 71.0, 73.0, 69.0, 70.7
SHREYANS IND,516016, 98.9, 98.9, 87.2, 91.9
SIMRAN FARMS,519566, 89.55, 89.55, 84.3, 89.1
BNK CAPITAL ,500069, 188.9, 189.6, 188.15, 189.35
TATA POWER  ,500400, 102.85, 102.9, 100.3, 102.0
DARJEELING  ,539770, 3.88, 3.88, 3.56, 3.62
GOCLCORP    ,506480, 201.85, 201.85, 196.0, 196.3
IND CEM CAP ,511355, 5.94, 6.05, 5.49, 6.03
0EFL24      ,936720, 1124.49, 1124.49, 1124.49, 1124.49
UNITED BREWA,532478, 1198.45, 1215.2, 1190.9, 1206.85
0KFLSRIV    ,936442, 1200.01, 1224.99, 1200.01, 1224.99
IL & FS INVE,511208, 4.95, 4.95, 4.8, 4.84
PTCFIN SER  ,533344, 19.0, 19.0, 17.95, 18.15
GAYATRI PROJ,532767, 29.7, 30.3, 27.85, 28.6
MONARCH     ,511551, 60.65, 62.9, 59.4, 60.55
IDFSENSEXE  ,540154, 504.1, 504.35, 503.25, 504.35
DR.REDDY'S  ,500124, 5109.0, 5200.0, 5068.3, 5160.6
NATIONAL FER,523630, 58.5, 60.8, 58.45, 59.75
LCC INFOTECH,532019, 1.55, 1.55, 1.55, 1.55
MFL INDIA   ,526622, 0.17, 0.18, 0.17, 0.18
HOV SERVICES,532761, 46.3, 46.3, 46.05, 46.05
MRP         ,543262, 34.7, 34.7, 34.65, 34.65
BHASKAR AGRO,524534, 39.3, 39.3, 36.6, 39.2
SGBFEB29    ,800333, 4701.0, 4740.0, 4700.0, 4722.0
PROCTER &GAM,500459, 13415.05, 13685.75, 13194.3, 13561.65
GTPL        ,540602, 131.0, 137.3, 131.0, 135.95
CYBELE IND  ,531472, 7.79, 7.79, 7.79, 7.79
KAMAHOLDING ,532468, 7050.0, 7477.0, 6999.0, 7348.55
BAG FIL MED ,532507, 2.74, 2.86, 2.73, 2.76
EIH ASSO.HOT,523127, 229.7, 244.4, 229.7, 236.8
TOURISM FINA,526650, 56.0, 57.9, 55.7, 56.55
SUKJIT STRCH,524542, 222.9, 234.0, 216.55, 231.95
BIGBLOC     ,540061, 80.0, 83.4, 80.0, 83.4
MAH.RAS.APEX,523384, 64.15, 68.35, 64.15, 67.0
SOUTHERNIN  ,540174, 16.9, 16.9, 16.3, 16.3
TEXEL INDUS.,526638, 39.65, 39.65, 39.65, 39.65
T. SPIRITUAL,532444, 0.31, 0.32, 0.3, 0.32
NIOSAD      ,541985, 8.58, 8.58, 8.58, 8.58
ASTRA MICRO ,532493, 114.0, 118.45, 114.0, 117.25
RSWM  LTD   ,500350, 191.15, 203.35, 191.15, 203.35
ITC LTD.    ,500875, 199.6, 202.05, 199.45, 201.55
PRAJAY ENGS.,531746, 8.75, 9.33, 8.75, 8.85
IND.ACRYLICS,514165, 12.4, 12.48, 12.15, 12.25
ELEGANT MARB,526705, 115.0, 115.0, 115.0, 115.0
ICICINIFTY  ,537007, 153.55, 156.18, 153.55, 155.74
UNIPHOS ENT.,500429, 81.0, 92.0, 78.25, 82.2
VEDL        ,500295, 259.2, 269.8, 256.6, 265.0
NCL RESEARCH,530557, 0.47, 0.47, 0.47, 0.47
AJIL        ,514394, 27.45, 28.0, 24.0, 26.55
NACLIND     ,524709, 39.9, 40.6, 39.05, 39.4
TEXMACO RAIL,533326, 25.3, 25.65, 25.25, 25.3
LIQUIDETF   ,541097, 999.99, 1000.01, 999.99, 999.99
732IRFC25   ,935572, 1145.01, 1145.01, 1145.01, 1145.01
CHCL        ,542678, 13.65, 13.8, 13.65, 13.65
BHAGYAPROP  ,540621, 30.9, 30.9, 24.6, 25.95
MAITHAN ALL ,590078, 845.7, 865.35, 827.45, 855.5
POEL        ,539195, 39.0, 39.0, 39.0, 39.0
FEL         ,523574, 9.29, 9.29, 9.01, 9.12
VERITAS     ,512229, 66.5, 67.8, 65.65, 66.25
SANOFI      ,500674, 7550.0, 7735.0, 7550.0, 7691.45
NEWGEN      ,540900, 323.35, 329.85, 317.0, 326.4
HESTER BISC ,524669, 2150.25, 2153.5, 2113.65, 2136.55
DNAMEDIA    ,540789, 1.17, 1.17, 1.15, 1.17
AIAENGINEER ,532683, 1877.7, 1885.8, 1856.35, 1874.6
BNALTD      ,508136, 180.0, 192.0, 178.0, 191.1
SIYARAM SILK,503811, 209.8, 227.25, 209.25, 214.2
DEVHARI     ,539197, 0.7, 0.7, 0.68, 0.68
940IFCI25   ,935351, 1079.0, 1079.0, 1079.0, 1079.0
509GOI2022  ,800321, 98.0, 105.75, 87.25, 87.25
PAN INDIA C ,511525, 0.32, 0.33, 0.31, 0.32
MAH.SEAMLESS,500265, 292.9, 294.1, 288.05, 288.95
RAMGOPAL POL,514223, 1.48, 1.48, 1.48, 1.48
SBFL        ,521131, 6.23, 6.23, 6.23, 6.23
MADHAV MARB.,515093, 49.95, 50.1, 49.9, 49.95
TORRENT PHAR,500420, 2523.95, 2632.95, 2486.6, 2623.5
D B CORP    ,533151, 83.0, 83.55, 80.8, 81.4
ATLANTA     ,532759, 8.14, 8.14, 7.2, 7.56
SAT IND LTD ,511076, 20.1, 20.3, 19.5, 19.6
REVATHI EQU.,505368, 541.0, 569.95, 541.0, 554.0
INTER ST.OIL,530259, 10.5, 10.5, 9.62, 10.5
DAAWAT      ,532783, 77.85, 80.0, 75.95, 79.35
SAMTEX FASH.,521206, 1.1, 1.1, 1.05, 1.1
BANDHANBNK  ,541153, 321.0, 322.0, 310.15, 311.45
RITESH INTER,519097, 38.9, 38.9, 35.45, 37.95
MAZDOCK     ,543237, 203.55, 212.0, 202.5, 209.95
GUJ.STAT.FIN,532160, 3.35, 3.51, 3.25, 3.31
MIDHANI     ,541195, 185.9, 186.15, 183.6, 183.95
OLYMPIC     ,534190, 2.69, 2.69, 2.69, 2.69
VIVID IND   ,524576, 22.55, 23.0, 21.55, 22.2
IFINSER     ,539692, 7.5, 7.5, 7.3, 7.5
HAL         ,541154, 984.9, 984.9, 964.0, 968.6
MPS LTD     ,532440, 627.85, 635.0, 620.0, 628.95
MISQUITA    ,542801, 23.75, 23.75, 23.75, 23.75
KARNAVATI   ,538928, 15.25, 15.25, 15.25, 15.25
RANE BRAKE  ,532987, 807.95, 815.0, 802.35, 807.7
ALKALI      ,533029, 56.0, 56.6, 54.0, 54.9
PNB GILTS   ,532366, 52.4, 54.45, 52.4, 52.8
INTER GLOB F,511391, 12.0, 12.58, 11.4, 11.4
NIMBSPROJ   ,511714, 25.4, 27.95, 25.4, 27.95
SUN TVNET   ,532733, 492.1, 508.6, 492.1, 500.65
INFRABEES   ,543255, 424.0, 434.9, 415.2, 422.0
COSYN       ,538922, 20.1, 21.2, 18.8, 19.3
INDIA TOURIS,532189, 338.15, 339.0, 327.9, 330.2
PARVATI     ,541347, 2.5, 2.54, 2.4, 2.54
GARNET CONST,526727, 18.5, 19.2, 18.4, 18.55
VIMTA LABS  ,524394, 235.0, 247.1, 235.0, 239.5
HAR.LEATHER ,524080, 32.65, 32.65, 32.0, 32.0
TANEJA AERO.,522229, 32.75, 32.75, 31.0, 31.65
ESSAR SHIP  ,533704, 7.84, 9.5, 7.84, 9.5
NIEHSPD     ,542839, 0.73, 0.88, 0.73, 0.8
NOCIL LTD   ,500730, 198.35, 202.5, 194.1, 195.35
JAGATJIT IND,507155, 36.4, 37.8, 36.4, 37.5
GRAUER& WEIL,505710, 44.0, 45.05, 43.5, 44.25
RAASI REFRAC,502271, 7.73, 7.73, 7.72, 7.72
CROWNTOURS  ,538521, 17.1, 18.75, 17.1, 18.6
MMFSL26A    ,935760, 1678.0, 1678.0, 1678.0, 1678.0
RAMA PAPER  ,500357, 10.75, 11.6, 10.75, 10.98
SANGAL PAPER,516096, 67.0, 70.6, 67.0, 70.6
CLARI CHEM  ,506390, 435.55, 438.5, 430.0, 431.2
SUPREME PET ,500405, 705.0, 714.0, 681.1, 695.4
OLYMPIA IND.,521105, 29.75, 32.7, 29.65, 32.6
LANCOR HOLDS,509048, 5.89, 5.9, 5.55, 5.8
S&S POWER SW,517273, 21.8, 21.8, 20.0, 21.0
SHRI DINESH ,503804, 420.6, 450.0, 420.0, 439.0
SETFSN50    ,541972, 414.93, 414.93, 412.0, 412.0
ORACLE FIN  ,532466, 3497.15, 3567.6, 3497.15, 3543.55
ICICILOVOL  ,540612, 117.59, 118.79, 116.7, 118.2
LYKISLTD    ,530689, 33.5, 35.95, 33.1, 35.4
GUJ PETRONET,532702, 267.7, 273.25, 267.45, 271.3
1050JMFPL24 ,936706, 1039.0, 1039.0, 1039.0, 1039.0
HDFCLIFE    ,540777, 670.3, 675.7, 667.0, 674.05
INNOVATORS  ,541353, 38.0, 38.0, 38.0, 38.0
UMANG DAIR  ,500231, 60.2, 66.0, 58.8, 63.95
KESORAM IND ,502937, 74.0, 74.35, 72.5, 73.05
WELENT      ,532553, 102.2, 102.55, 98.4, 100.8
INSECTCID   ,532851, 492.0, 511.1, 492.0, 507.0
VIVANTA     ,541735, 7.31, 7.31, 7.31, 7.31
MCLEOD RUSSE,532654, 23.0, 23.75, 22.2, 23.75
96MFL25     ,937301, 1046.0, 1050.0, 1046.0, 1050.0
BRIGHT BROS.,526731, 86.0, 89.0, 83.0, 85.3
AMRIT CORP  ,507525, 700.0, 700.0, 700.0, 700.0
11DPR       ,543173, 0.1, 0.1, 0.1, 0.1
MIRZA INTER ,526642, 46.45, 46.6, 45.5, 46.1
BHAGWATI OXY,509449, 26.1, 26.1, 26.1, 26.1
JUBL FOOD   ,533155, 2770.3, 2832.0, 2750.0, 2797.05
ADVENZYMES  ,540025, 450.1, 468.05, 439.9, 456.55
975MHIL22   ,936646, 1030.0, 1030.0, 1030.0, 1030.0
ORISSA MINE ,590086, 2390.0, 2437.15, 2379.65, 2397.3
RPSGVENT    ,542333, 376.0, 376.0, 360.65, 371.85
ASIANENE    ,530355, 101.4, 103.0, 99.0, 99.65
MEDICO      ,540937, 113.0, 120.0, 113.0, 120.0
JSWISPL     ,513446, 49.0, 53.05, 49.0, 53.05
MIL         ,539938, 35.85, 35.85, 35.85, 35.85
JOONKTOLLEE ,538092, 110.8, 120.5, 110.8, 119.5
NIFTYBEES   ,590103, 156.0, 157.0, 155.53, 156.73
HB ESTATE DE,532334, 8.26, 9.09, 8.25, 9.07
JINDAL POLYF,500227, 770.1, 788.65, 765.0, 788.65
PANTH       ,539143, 10.63, 10.63, 10.63, 10.63
PREMCO GLOB.,530331, 332.0, 332.0, 314.2, 328.6
SGRL        ,540737, 285.0, 293.75, 282.0, 285.8
SGBAPR28    ,800318, 4730.0, 4730.0, 4714.25, 4718.62
SGBNOV28    ,800329, 4771.0, 4825.0, 4751.15, 4801.0
AKSH OPTIFIB,532351, 6.3, 6.4, 6.05, 6.33
900MFL22A   ,936010, 1019.49, 1019.49, 1019.49, 1019.49
0EFIL21     ,937079, 1100.0, 1105.0, 1100.0, 1105.0
MFLOI24     ,937309, 950.0, 960.0, 950.0, 950.0
LICNETFSEN  ,539487, 519.0, 547.0, 510.5, 539.0
GLENMARK PHA,532296, 558.5, 577.9, 555.85, 573.4
DEWAN H.FIN.,511072, 14.5, 15.1, 14.5, 14.95
GOGIA CAP   ,531600, 51.0, 51.0, 51.0, 51.0
UDAYJEW     ,539518, 107.75, 107.75, 105.0, 106.95
KIRI DYES   ,532967, 444.0, 449.15, 441.55, 444.45
985EFL28    ,936254, 936.0, 936.0, 936.0, 936.0
HDFC        ,500010, 2393.15, 2402.95, 2354.1, 2378.25
ZENITH EXP. ,512553, 66.5, 67.0, 66.5, 67.0
JINDAL STE  ,532286, 439.75, 443.1, 433.2, 439.25
A.SARABHAI  ,500009, 26.6, 26.6, 25.45, 25.6
BALKRISH IND,502355, 1801.0, 1805.6, 1776.0, 1797.75
COLORCHIPS  ,540023, 29.05, 29.05, 29.0, 29.0
EBBETF0423  ,542908, 1123.62, 1127.0, 1123.01, 1123.93
ICICIB22    ,540787, 35.67, 35.98, 35.62, 35.9
SATINPP     ,890149, 61.55, 61.55, 56.7, 60.6
KM SUGARMILL,532673, 16.55, 19.25, 16.55, 18.45
IFCI310312A ,972719, 10440.26, 10500.0, 10440.26, 10500.0
ABCAPITAL   ,540691, 117.0, 117.0, 113.75, 114.25
DHARAMSI CHM,506405, 315.05, 323.9, 312.1, 315.25
KACHCHHMIN  ,531778, 5.0, 5.0, 5.0, 5.0
ASIAN HTL W ,533221, 205.0, 205.0, 202.0, 203.5
KHADIM      ,540775, 135.5, 141.15, 135.5, 140.0
LUHARUKA    ,512048, 0.5, 0.5, 0.5, 0.5
COFORGE     ,532541, 2877.5, 2905.0, 2837.0, 2892.45
MAESTROS ELE,538401, 66.55, 70.45, 66.55, 70.45
SUPER CROP. ,530883, 8.03, 8.1, 7.85, 7.9
TECHNOE     ,542141, 297.15, 303.3, 288.8, 296.55
ARNOLD HOLD ,537069, 20.5, 20.5, 20.0, 20.0
VESUVIUS IND,520113, 1037.6, 1046.0, 1033.1, 1040.8
KRISHNA VEN ,504392, 10.26, 11.34, 10.26, 11.34
TATIA GLOB  ,521228, 0.61, 0.61, 0.6, 0.6
PRIMA PLASTI,530589, 99.05, 103.95, 96.25, 100.45
GAGAN GASES ,524624, 12.64, 12.64, 12.64, 12.64
HCL INFOSYS ,500179, 8.5, 8.84, 8.46, 8.51
SPECIALITY R,534425, 40.95, 41.5, 40.5, 41.1
EXPLEOSOL   ,533121, 569.0, 603.05, 552.5, 598.8
SHALBY      ,540797, 135.9, 139.75, 133.65, 138.45
BATLIBOI LTD,522004, 17.8, 17.95, 17.05, 17.8
BSOFT       ,532400, 244.5, 247.2, 241.35, 244.2
MIDINFRA    ,531192, 1.05, 1.05, 0.95, 0.95
UNIROYAL MAR,526113, 8.05, 8.16, 8.05, 8.16
EKI         ,543284, 275.15, 300.95, 272.6, 300.95
RAM RAT.WIRE,522281, 84.5, 84.5, 82.0, 84.25
MFLOII25    ,937311, 994.0, 994.0, 994.0, 994.0
ALOK INDS.  ,521070, 19.1, 19.3, 18.9, 18.95
TASTY BITE  ,519091, 15599.65, 15794.95, 15101.1, 15574.6
MANGALAM CEM,502157, 277.85, 277.85, 272.0, 276.05
TRIDENT     ,521064, 13.99, 14.2, 13.83, 13.87
ORIENTELEC  ,541301, 270.2, 274.2, 270.2, 272.65
BODAL CHEM  ,524370, 102.0, 106.45, 102.0, 103.9
VALIANT COMM,526775, 66.95, 66.95, 64.3, 65.9
901HUDCO34  ,961816, 1455.5, 1456.0, 1455.5, 1456.0
METROPOLIS  ,542650, 2270.0, 2344.95, 2270.0, 2320.3
TRESCON     ,532159, 50.75, 52.0, 50.0, 51.9
GANESH ECOSP,514167, 587.9, 587.9, 561.15, 570.05
CANOPYFIN   ,539304, 20.3, 20.3, 20.0, 20.3
975KFL22    ,937195, 990.0, 990.0, 990.0, 990.0
BLS         ,540073, 89.6, 89.6, 86.55, 88.4
ZENLABS     ,530697, 22.25, 23.7, 21.5, 23.55
ARTEFACT PR ,531297, 33.0, 33.3, 33.0, 33.3
HINDU.ADHESI,514428, 115.0, 115.0, 108.3, 109.0
PARAMONE    ,531364, 32.7, 33.85, 31.3, 33.1
